date,value
1514764800000,13563.447201
1514851200000,13529.786821
1514937600000,13485.980811
1515024000000,13437.631498
1515110400000,13431.964831
1515196800000,13431.964831
1515283200000,13432.631498
1515369600000,13441.464831
1515456000000,13452.197247
1515542400000,13450.697247
1515628800000,13432.197247
1515715200000,13408.697247
1515801600000,13408.697247
1515888000000,13409.697247
1515974400000,13401.697247
1516060800000,13403.197247
1516147200000,13412.197247
1516233600000,13407.197247
1516320000000,13364.964831
1516406400000,13389.697247
1516492800000,13390.697247
1516579200000,13388.631498
1516665600000,13372.631498
1516752000000,13363.964831
1516838400000,13347.798165
1516924800000,13359.798165
1517011200000,13359.798165
1517097600000,13308.666667
1517184000000,13347.202287
1517270400000,13408.25919
1517356800000,13393.378578
1517443200000,13411.494358
1517529600000,13428.009329
1517616000000,13452.088441
1517702400000,13450.5
1517788800000,13498.52285
1517875200000,13528.444753
1517961600000,13556.110884
1518048000000,13589.284606
1518134400000,13628.528663
1518220800000,13630.641869
1518307200000,13620.666667
1518393600000,13635.294177
1518480000000,13644.953422
1518566400000,13630.875028
1518652800000,13579.880451
1518739200000,13542.836809
1518825600000,13541.880857
1518912000000,13542.5
1518998400000,13555.004994
1519084800000,13594.182286
1519171200000,13610.552181
1519257600000,13657.880504
1519344000000,13647.213837
1519430400000,13647.213837
1519516800000,13647.880504
1519603200000,13641.380504
1519689600000,13668.72531
1519776000000,13723.493375
1519862400000,13723.993375
1519948800000,13730.326709
1520035200000,13730.326709
1520121600000,13730.326709
1520208000000,13733.660042
1520294400000,13741.660042
1520380800000,13757.768737
1520467200000,13785.124967
1520553600000,13784.580333
1520640000000,13785.980429
1520726400000,13785.980429
1520812800000,13771.313762
1520899200000,13760.647095
1520985600000,13750.980429
1521072000000,13759.313762
1521158400000,13759.313762
1521244800000,13759.313762
1521331200000,13759.980429
1521417600000,13770.980429
1521504000000,13758.480429
1521590400000,13767.813762
1521676800000,13762.313762
1521763200000,13781.313762
1521849600000,13781.313762
1521936000000,13781.980429
1522022400000,13752.480429
1522108800000,13755.480429
1522195200000,13769.313762
1522281600000,13770.147095
1522368000000,13757.313762
1522454400000,13757.313762
1522540800000,13757.313762
1522627200000,13762.647095
1522713600000,13770.313762
1522800000000,13770.980429
1522886400000,13770.980429
1522972800000,13776.647095
1523059200000,13776.647095
1523145600000,13776.647095
1523232000000,13768.480429
1523318400000,13761.147095
1523404800000,13765.980429
1523491200000,13776.480429
1523577600000,13762.313762
1523664000000,13762.980429
1523750400000,13762.980429
1523836800000,13778.913762
1523923200000,13771.147095
1524009600000,13777.147095
1524096000000,13782.413762
1524182400000,13849.980429
1524268800000,13849.980429
1524355200000,13849.980429
1524441600000,13882.480429
1524528000000,13852.147095
1524614400000,13873.480429
1524700800000,13852.647095
1524787200000,13853.313762
1524873600000,13853.313762
1524960000000,13853.313762
1525046400000,13868.980429
1525132800000,13924.248948
1525219200000,13945.323433
1525305600000,13945.554924
1525392000000,13943.786203
1525478400000,13945.325095
1525564800000,13944.6825
1525651200000,13983.363031
1525737600000,14038.059896
1525824000000,14072.64894
1525910400000,14078.646858
1525996800000,13971.945015
1526083200000,13960.00667
1526169600000,13958.5175
1526256000000,13969.633325
1526342400000,14021.942018
1526428800000,14084.061399
1526515200000,14055.294182
1526601600000,14127.531587
1526688000000,14140.739627
1526774400000,14153.9975
1526860800000,14174.230678
1526947200000,14145.65435
1527033600000,14181.226217
1527120000000,14145.306564
1527206400000,14108.816161
1527292800000,14098.010223
1527379200000,14087.48625
1527465600000,14024.810378
1527552000000,14006.590955
1527638400000,13998.620101
1527724800000,13910.028107
1527811200000,13873.878502
1527897600000,13869.561548
1527984000000,13862.8425
1528070400000,13863.280296
1528156800000,13875.747466
1528243200000,13853.132589
1528329600000,13867.960997
1528416000000,13924.378796
1528502400000,13938.080233
1528588800000,13937.1025
1528675200000,13934.689565
1528761600000,13944.085401
1528848000000,13943.646497
1528934400000,13947.811663
1529020800000,13943.238186
1529107200000,13957.544022
1529193600000,13958.5675
1529280000000,13949.746857
1529366400000,13964.377527
1529452800000,13966.674175
1529539200000,14047.809339
1529625600000,14047.389091
1529712000000,14044.474311
1529798400000,14046.20875
1529884800000,14081.681545
1529971200000,14110.505011
1530057600000,14133.899453
1530144000000,14220.318565
1530230400000,14217.872054
