date,value
978307200000,9923.578721
978393600000,9401.683042
978480000000,9421.221524
978566400000,9396.75986
978652800000,9405.286227
978739200000,9329.996235
978825600000,9329.996235
978912000000,9396.337383
978998400000,9414.15108
979084800000,9424.050074
979171200000,9724.222934
979257600000,9710.209534
979344000000,9805.353589
979430400000,9805.353589
979516800000,9609.211922
979603200000,9384.215289
979689600000,9380.281042
979776000000,9402.360962
979862400000,9363.865593
979948800000,9270.188633
980035200000,9270.188633
980121600000,9349.500708
980208000000,9308.947663
980294400000,9324.846942
980380800000,9404.489815
980467200000,9365.632042
980553600000,9288.687143
980640000000,9288.687143
980726400000,9358.580662
980812800000,9381.564416
980899200000,9394.983295
980985600000,9436.843284
981072000000,9419.737501
981158400000,9315.992488
981244800000,9315.992488
981331200000,9690.952255
981417600000,9711.475542
981504000000,9741.60858
981590400000,9743.175163
981676800000,9723.062751
981763200000,9854.145443
981849600000,9854.145443
981936000000,9721.909992
982022400000,9705.401618
982108800000,9720.333951
982195200000,9729.771728
982281600000,9744.381653
982368000000,9868.594316
982454400000,9868.594316
982540800000,9713.459243
982627200000,9749.120728
982713600000,9701.681063
982800000000,9732.49227
982886400000,9798.389233
982972800000,9926.20256
983059200000,9926.20256
983145600000,9903.805601
983232000000,9912.782386
983318400000,9889.797795
983404800000,9926.734276
983491200000,9909.283884
983577600000,9926.89309
983664000000,9926.89309
983750400000,9901.160667
983836800000,9933.88835
983923200000,9925.045665
984009600000,9945.68299
984096000000,10110.649781
984182400000,10071.176659
984268800000,10071.176659
984355200000,10407.525345
984441600000,10223.079222
984528000000,10102.189066
984614400000,9938.754965
984700800000,10260.361015
984787200000,10205.700235
984873600000,10205.700235
984960000000,10319.194643
985046400000,10308.361974
985132800000,10320.000001
985219200000,10301.44842
985305600000,10299.187402
985392000000,10200.571621
985478400000,10200.571621
985564800000,10332.067712
985651200000,10310.897007
985737600000,10300.420429
985824000000,10299.575792
985910400000,10308.324842
985996800000,10213.298234
986083200000,10213.298234
986169600000,10335.619015
986256000000,10368.216507
986342400000,10729.134122
986428800000,10784.65699
986515200000,10943.924365
986601600000,11046.484077
986688000000,11046.484077
986774400000,10875.027777
986860800000,10757.998627
986947200000,10482.25396
987033600000,10789.397789
987120000000,10977.676809
987206400000,10977.676809
987292800000,10977.676809
987379200000,10977.676809
987465600000,10938.430773
987552000000,11023.702303
987638400000,11167.868536
987724800000,11987.504172
987811200000,12194.098343
987897600000,12194.098343
987984000000,12089.746723
988070400000,11995.299789
988156800000,12127.050967
988243200000,12153.44225
988329600000,11998.434556
988416000000,12143.549817
988502400000,12143.549817
988588800000,11409.977021
988675200000,11217.959901
988761600000,11333.924684
988848000000,11091.203083
988934400000,11003.538544
989020800000,11056.445026
989107200000,11056.445026
989193600000,10998.464008
989280000000,10984.700346
989366400000,11095.337593
989452800000,11179.616816
989539200000,11237.044902
989625600000,11200.443389
989712000000,11200.443389
989798400000,11309.590297
989884800000,11378.992477
989971200000,11346.795266
990057600000,11259.127805
990144000000,11320.890514
990230400000,11277.784217
990316800000,11277.784217
990403200000,11388.898463
990489600000,11336.137073
990576000000,11603.881502
990662400000,11339.841989
990748800000,11379.454006
990835200000,11296.563697
990921600000,11296.563697
991008000000,11487.050899
991094400000,11188.371846
991180800000,11278.595781
991267200000,11122.379838
991353600000,11280.145726
991440000000,11120.399968
991526400000,11120.399968
991612800000,11367.214577
991699200000,11228.56342
991785600000,11162.736279
991872000000,11186.19385
991958400000,11210.010946
992044800000,11184.346407
992131200000,11184.346407
992217600000,11218.374136
992304000000,11227.093386
992390400000,11202.605157
992476800000,11252.292082
992563200000,11220.34306
992649600000,11176.128281
992736000000,11176.128281
992822400000,11264.300383
992908800000,11312.628352
992995200000,11262.589297
993081600000,11295.843783
993168000000,11309.737261
993254400000,11252.717954
993340800000,11252.717954
993427200000,11303.390706
993513600000,11319.909989
993600000000,11324.64051
993686400000,11348.280712
993772800000,11330.168753
993859200000,11261.098118
993945600000,11261.098118
994032000000,11281.000778
994118400000,11272.134665
994204800000,11305.951262
994291200000,11270.534898
994377600000,11290.617766
994464000000,11232.309005
994550400000,11232.309005
994636800000,11283.866023
994723200000,11302.804164
994809600000,11279.360111
994896000000,11298.631663
994982400000,11279.440791
995068800000,11237.930651
995155200000,11237.930651
995241600000,11273.909721
995328000000,11304.186945
995414400000,11270.518273
995500800000,11469.907834
995587200000,11107.355659
995673600000,11168.465875
995760000000,11168.465875
995846400000,10172.602582
995932800000,10136.276987
996019200000,10036.76504
996105600000,10060.922525
996192000000,10007.450388
996278400000,10052.959626
996364800000,10052.959626
996451200000,9785.387385
996537600000,9402.019128
996624000000,9725.609618
996710400000,9741.198225
996796800000,9451.846646
996883200000,9390.304692
996969600000,9390.304692
997056000000,9323.522298
997142400000,9296.84625
